Role,Experience_Years,Skills,Salary_LPA
Business Transformation Analyst,0,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",8.0
Business Transformation Analyst,1,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",8.58
Business Transformation Analyst,2,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",9.22
Business Transformation Analyst,3,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",9.92
Business Transformation Analyst,4,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",10.68
Business Transformation Analyst,5,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",11.5
Business Transformation Analyst,6,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",12.38
Business Transformation Analyst,7,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",13.32
Business Transformation Analyst,8,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",14.32
Business Transformation Analyst,9,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",15.38
Business Transformation Analyst,10,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",16.5
Business Transformation Analyst,11,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",17.68
Business Transformation Analyst,12,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",18.92
Business Transformation Analyst,13,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",20.22
Business Transformation Analyst,14,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",21.58
Business Transformation Analyst,15,"problem solving, powerpoint, excel, stakeholder management, business analysis, communication, project tracking, analysis, process improvement",23.0
Legal Associate,0,"legal research, drafting, contract review, compliance, litigation support, documentation",6.5
Legal Associate,1,"legal research, drafting, contract review, compliance, litigation support, documentation",7.08
Legal Associate,2,"legal research, drafting, contract review, compliance, litigation support, documentation",7.72
Legal Associate,3,"legal research, drafting, contract review, compliance, litigation support, documentation",8.42
Legal Associate,4,"legal research, drafting, contract review, compliance, litigation support, documentation",9.18
Legal Associate,5,"legal research, drafting, contract review, compliance, litigation support, documentation",10.0
Legal Associate,6,"legal research, drafting, contract review, compliance, litigation support, documentation",10.88
Legal Associate,7,"legal research, drafting, contract review, compliance, litigation support, documentation",11.82
Legal Associate,8,"legal research, drafting, contract review, compliance, litigation support, documentation",12.82
Legal Associate,9,"legal research, drafting, contract review, compliance, litigation support, documentation",13.88
Legal Associate,10,"legal research, drafting, contract review, compliance, litigation support, documentation",15.0
